5405,belantamab mafodotin
5376,remdesivir
5415,lumasiran
5416,setmelanotide
5417,bulevirtide
5418,imlifidase
5352,cefiderocol
5364,luspatercept
5379,avapritinib
5383,ozanimod
5385,isatuximab
5419,filgotinib
4923,nivolumab
1545,landiolol
5372,elexacaftor
4228,ivacaftor
5276,tezacaftor
5451,dostarlimab
2994,glucagon
5389,tucatinib
5314,moxetumomab pasudotox
5401,fostemsavir
5367,trastuzumab deruxtecan
5323,tagraxofusp
5301,baloxavir marboxil
1551,latanoprost
5355,cenobamate
2419,salmeterol
1225,fluticasone propionate
5347,fedratinib
5400,remimazolam
1413,icosapent ethyl
5413,somapacitan
5393,selpercatinib
2638,thiotepa
4519,potassium citrate
4520,potassium hydrogencarbonate
5390,pemigatinib
5407,risdiplam
5478,bimekizumab
5371,roxadustat
4167,fingolimod
5431,tirbanibulin
5439,vericiguat
5468,odevixibat
5479,tralokinumab
5480,vosoritide
5404,tafasitamab
5330,selinexor
5430,berotralstat
5296,duvelisib
5450,estetrol
968,drospirenone
5446,ponesimod
1388,hydrocortisone
5449,evinacumab
5409,satralizumab
1423,imatinib
5432,relugolix
5326,siponimod
5280,fostamatinib
5325,solriamfetol
5363,brolucizumab
1426,imipenem
5354,givosiran
5334,darolutamide
5201,crisaborole
2720,treprostinil
5382,bempedoic acid
5384,osilodrostat
5176,pegloticase
5179,brodalumab
5186,bezlotoxumab
5203,rucaparib
5204,ferumoxytol
5214,telotristat ethyl
5218,ribociclib
5221,avelumab
5222,niraparib
5223,ocrelizumab
5224,dupilumab
5225,sodium zirconium cyclosilicate
5231,midostaurin
5243,glecaprevir
5244,pibrentasvir
5246,guselkumab
5262,letermovir
5263,benralizumab
5267,semaglutide
5268,emicizumab
5270,ertugliflozin
5274,bictegravir
5275,lutetium (177Lu) oxodotreotide
5290,binimetinib
5252,neratinib
2448,sitagliptin
5259,abemaciclib
1539,lamivudine
5014,brexpiprazole
4979,trastuzumab
4980,gemtuzumab ozogamicin
5282,burosumab
5264,vestronidase alfa
4823,peramivir
4826,metreleptin
5173,vonicog alfa
5233,brigatinib
5234,durvalumab
209,anagrelide
2073,pemetrexed
3317,lenalidomide
4113,prasugrel
4188,deferiprone
5294,eravacycline dihydrochloride
5295,doravirine
5308,caplacizumab
5284,erenumab
5309,lanadelumab
5281,tildrakizumab
434,buprenorphine
5315,fremanezumab
4337,ambrisentan
5278,apalutamide
5059,lusutrombopag
5220,naldemedine
5271,macimorelin
5322,ravulizumab
5317,cemiplimab
2684,tobramycin
5297,dacomitinib
5333,polatuzumab vedotin
5335,volanesorsen
5336,andexanet alfa
5337,risankizumab
5338,ropeginterferon alfa-2b
5339,sotagliflozin
5340,pegvaliase
1399,hydroxycarbamide
5300,talazoparib tosylate
5302,lorlatinib
2044,paclitaxel
5269,netarsudil
691,clofarabine
391,bortezomib
244,arsenic trioxide
5306,gilteritinib
5368,botulinum toxin type A
5279,ibalizumab
3128,deferasirox
1567,levodopa
5288,cannabidiol
5305,larotrectinib
5272,angiotensin II
25,azacitidine
2738,trientine
3483,posaconazole
4230,Ioflupane I-123
2718,treosulfan
2859,zanamivir
5238,delafloxacin
5346,upadacitinib
4468,esketamine
5127,arcitumomab
5265,lonoctocog alfa
5061,mepolizumab
5258,tivozanib
5273,padeliporfin
5063,daratumumab
5237,sarilumab
5207,nusinersen
5230,cerliponase alfa
5245,corifollitropin alfa
5247,inotuzumab ozogamicin
5235,cenegermin
5133,venetoclax
5155,obeticholic acid
5202,baricitinib
5212,tasonermin
3534,rufinamide
2480,stiripentol
5213,sulesomab
4937,alectinib
5228,simoctocog alfa
5189,albutrepenonacog alfa
4941,palbociclib
5084,eftrenonacog alfa
5181,etelcalcetide
5183,olaratumab
5067,ixazomib
5071,necitumumab
5175,eptotermin alfa
4948,dinutuximab
5178,efmoroctocog alfa
4398,tegafur
1293,gimeracil
2002,oteracil
5093,reslizumab
5180,talimogene laherparepvec
3008,atosiban
5001,eluxadoline
4715,cabozantinib
4951,ofatumumab
5072,elotuzumab
5152,conestat alfa
1957,nomegestrol acetate
5110,migalastat
5159,eptacog alfa (activated)
5160,epoetin beta
5163,nonacog alfa
5166,moroctocog alfa
5170,epoetin zeta
5172,alipogene tiparvovec
5143,opicapone
4714,strontium ranelate
5134,catridecacog
5083,ixekizumab
1046,ertapenem
4514,teriparatide
5091,belatacept
5076,ferric maltol
5092,defibrotide
5099,octocog alfa
5101,galsulfase
4161,temsirolimus
371,bimatoprost
5062,osimertinib
2816,verteporfin
5075,lesinurad
5086,besilesomab
4318,afatinib
5048,pitolisant
5068,brivaracetam
5069,susoctocog alfa
5012,sacubitril
4915,blinatumomab
4745,glycerol phenylbutyrate
5046,cobimetinib
5049,asfotase alfa
4365,vernakalant
1807,miglustat
5057,insulin glulisine
4194,artenimol
4193,piperaquine
5024,dibotermin alfa
4815,lixisenatide
4310,lacosamide
5028,sebelipase alfa
5030,alglucosidase alfa
2960,mifamurtide
361,bexarotene
5016,alirocumab
4947,isavuconazonium
5017,anakinra
4634,teriflunomide
4924,pembrolizumab
1563,levetiracetam
5019,turoctocog alfa
4147,gadoversetamide
4357,anidulafungin
2588,temoporfin
2371,retapamulin
5021,agalsidase alfa
784,darifenacin
4186,icatibant
4897,edoxaban
5015,pegvisomant
4678,oritavancin
4989,velaglucerase alfa
4990,trastuzumab emtansine
4987,filgrastim
4991,lipegfilgrastim
4981,insulin aspart
4994,rasburicase
768,mercaptamine
4181,retigabine
4918,idursulfase
2392,rivastigmine
1003,emtricitabine
4996,romiplostim
4399,eltrombopag
4997,laronidase
4999,elosulfase alfa
5000,evolocumab
4308,lasofoxifene
1115,etravirine
4330,pixantrone
1944,nitisinone
4533,samarium (153Sm) lexidronam
5004,ocriplasmin
4801,dabrafenib
5006,cangrelor
2046,palonosetron
4298,apixaban
5007,epoetin theta
1416,idebenone
5008,sonidegib
4682,panobinostat
5009,mecasermin
242,aripiprazole
4986,pegfilgrastim
4977,siltuximab
4164,liraglutide
4904,adalimumab
4978,etanercept
4961,raxibacumab
4955,panitumumab
4137,paliperidone
4151,silodosin
4982,vedolizumab
4983,obinutuzumab
4972,omalizumab
4984,ibritumomab tiuxetan
3642,vildagliptin
4985,insulin detemir
3502,prucalopride
4220,telbivudine
254,atazanavir
4718,teduglutide
4166,ulipristal
4118,pazopanib
2612,sapropterin
4944,tenofovir alafenamide
4192,tafamidis
4866,ceritinib
1137,febuxostat
4110,tolvaptan
3312,ivabradine
4812,simeprevir
647,cinacalcet
2716,travoprost
2352,raltegravir
4187,crizotinib
4224,pirfenidone
4173,telaprevir
4305,avanafil
4633,trabectedin
4949,belimumab
4304,dapagliflozin
1118,everolimus
4952,canakinumab
4953,daclizumab
4954,cetuximab
4956,bevacizumab
4957,pertuzumab
4958,ipilimumab
4959,efalizumab
4960,insulin degludec
1429,imiquimod
4916,aflibercept
4942,lenvatinib
4873,tedizolid phosphate
4967,golimumab
4966,ustekinumab
4965,denosumab
1548,lapatinib
4968,certolizumab pegol
4969,eculizumab
4227,vismodegib
4971,ranibizumab
4970,natalizumab
4143,darunavir
2255,pregabalin
4974,infliximab
4975,rituximab
4921,safinamide
777,dalbavancin
4885,dulaglutide
3548,sitaxentan
4878,idelalisib
1255,fulvestrant
4171,eribulin
3531,roflumilast
1571,levomethadyl acetate
4616,methylnaltrexone
4872,ataluren
4150,rimonabant
2063,parecoxib
3096,cholic acid
4323,UREA C-13
34,abacavir
4176,abiraterone acetate
4484,aclidinium bromide
88,adefovir dipivoxil
200,amprenavir
708,clopidogrel
2868,zoledronic acid
4809,macitentan
4932,imiglucerase
4933,tocilizumab
4654,regorafenib
4917,ramucirumab
4935,palivizumab
2544,sunitinib
4336,amifampridine
4810,ibrutinib
4940,basiliximab
4836,afamelanotide
4830,empagliflozin
4875,daclatasvir
4907,olaparib
4819,delamanid
104,albendazole sulfoxide
4834,eliglustat
4870,vorapaxar
4749,ospemifene
4903,nintedanib
4912,ombitasvir
4829,apremilast
4913,paritaprevir
4914,dasabuvir
4899,ledipasvir
99,agomelatine
4832,naloxegol
5374,turoctocog alfa pegol
2872,zonisamide
5495,asciminib
5496,maribavir
5498,inclisiran
5499,efgartigimod alfa
5501,regdanvimab
5502,diroximel fumarate
5455,casirivimab
5456,imdevimab
4182,rivaroxaban
4233,sugammadex
5394,ripretinib
5412,pralsetinib
5391,sacituzumab govitecan
5353,zanubrutinib
5457,pegcetacoplan
247,artesunate
5463,amivantamab
2446,sirolimus
4322,azilsartan medoxomil
5504,abrocitinib
5494,avacopan
2806,valsartan
5505,sotrovimab
5517,somatrogon
5520,nirmatrelvir
5461,sotorasib
5291,tecovirimat
1239,formoterol
4302,glycopyrronium bromide
419,budesonide
5138,glucarpidase
5476,lonapegsomatropin
5386,eptinezumab
2391,ritonavir
5474,anifrolumab
2389,risperidone
5356,voxelotor
1725,metformin
5465,finerenone
785,dasatinib
5513,tebentafusp
